customer_id,month,active_users,sessions,feature_adoption_score,api_calls
106,2026-07-01,5,66,0.59,346
107,2024-10-01,191,315,0.66,2467
107,2024-11-01,143,298,0.32,1600
107,2024-12-01,129,322,0.73,733
107,2025-01-01,190,298,0.45,1840
107,2025-02-01,159,303,0.55,1395
107,2025-03-01,175,313,0.61,1931
107,2025-04-01,75,326,0.55,1959
107,2025-05-01,91,304,0.65,2275
107,2025-06-01,155,311,0.65,1358
107,2025-07-01,75,306,0.36,961
107,2025-08-01,68,295,0.54,2016
107,2025-09-01,79,311,0.59,1453
107,2025-10-01,86,294,0.51,805
107,2025-11-01,72,296,0.63,1358
107,2025-12-01,172,302,0.52,1702
107,2026-01-01,75,327,0.8,2334
107,2026-02-01,199,297,0.62,1582
107,2026-03-01,167,301,0.41,2368
107,2026-04-01,135,308,0.6,1288
107,2026-05-01,178,291,0.39,1234
107,2026-06-01,78,301,0.74,1065
107,2026-07-01,123,293,0.57,1940
108,2024-10-01,9,50,0.43,119
108,2024-11-01,13,55,0.69,191
108,2024-12-01,12,56,0.59,247
108,2025-01-01,6,54,0.51,347
108,2025-02-01,6,66,0.51,360
108,2025-03-01,15,71,0.6,292
108,2025-04-01,14,49,0.7,369
108,2025-05-01,11,64,0.58,394
108,2025-06-01,11,56,0.69,201
108,2025-07-01,11,77,0.64,306
108,2025-08-01,11,74,0.62,389
108,2025-09-01,6,65,0.46,409
108,2025-10-01,10,67,0.68,351
108,2025-11-01,7,76,0.49,542
108,2025-12-01,7,50,0.67,370
108,2026-01-01,11,41,0.5,155
108,2026-02-01,6,56,0.34,289
108,2026-03-01,12,52,0.58,158
108,2026-04-01,15,57,0.47,312
108,2026-05-01,8,50,0.8,124
108,2026-06-01,8,53,0.47,125
108,2026-07-01,7,58,0.74,168
109,2026-06-01,12,44,0.38,223
109,2026-07-01,16,42,0.65,190
110,2025-11-01,2,21,0.42,80
110,2025-12-01,3,27,0.46,72
110,2026-01-01,2,49,0.51,153
110,2026-02-01,2,37,0.27,96
110,2026-03-01,1,12,0.52,87
110,2026-04-01,1,32,0.39,104
110,2026-05-01,3,10,0.57,32
110,2026-06-01,1,38,0.56,247
110,2026-07-01,2,42,0.83,262
111,2025-05-01,31,130,0.65,412
111,2025-06-01,23,135,0.55,486
111,2025-07-01,25,133,0.56,1051
111,2025-08-01,37,128,0.52,905
111,2025-09-01,35,123,0.76,861
111,2025-10-01,30,147,0.63,551
111,2025-11-01,13,114,0.61,500
111,2025-12-01,34,122,0.76,346
111,2026-01-01,12,140,0.54,881
111,2026-02-01,29,122,0.63,552
111,2026-03-01,36,114,0.66,344
111,2026-04-01,17,127,0.72,713
111,2026-05-01,34,142,0.7,746
111,2026-06-01,37,143,0.44,523
111,2026-07-01,26,147,0.58,582
112,2026-06-01,1,35,0.69,109
112,2026-07-01,1,25,0.78,92
113,2024-08-01,11,51,0.66,341
113,2024-09-01,9,65,0.85,268
113,2024-10-01,11,42,0.67,153
113,2024-11-01,10,48,0.55,130
113,2024-12-01,9,61,0.57,429
113,2025-01-01,12,60,0.44,261
113,2025-02-01,13,64,0.34,424
113,2025-03-01,14,59,0.49,411
113,2025-04-01,5,42,0.72,228
113,2025-05-01,13,75,0.35,454
113,2025-06-01,9,66,0.63,341
113,2025-07-01,12,65,0.61,266
113,2025-08-01,9,70,0.56,515
113,2025-09-01,12,63,0.74,161
113,2025-10-01,10,59,0.46,368
113,2025-11-01,4,55,0.64,345
113,2025-12-01,10,55,0.42,352
113,2026-01-01,8,58,0.9,261
113,2026-02-01,12,57,0.66,322
113,2026-03-01,6,51,0.67,375
113,2026-04-01,13,57,0.71,391
113,2026-05-01,4,47,0.45,257
113,2026-06-01,13,72,0.68,507
113,2026-07-01,6,78,0.38,254
114,2024-12-01,5,64,0.77,309
114,2025-01-01,3,55,0.77,430
114,2025-02-01,2,64,0.47,387
114,2025-03-01,2,51,0.62,301
114,2025-04-01,3,48,0.89,355
114,2025-05-01,4,78,0.61,570
114,2025-06-01,4,44,0.51,99
114,2025-07-01,2,69,0.62,508
114,2025-08-01,3,52,0.44,240
114,2025-09-01,2,76,0.62,243
114,2025-10-01,4,48,0.89,320
114,2025-11-01,4,61,0.68,191
114,2025-12-01,5,52,0.68,152
114,2026-01-01,5,46,0.53,179
114,2026-02-01,3,45,0.72,263
114,2026-03-01,5,41,0.82,124
114,2026-04-01,4,47,0.53,239
114,2026-05-01,6,65,0.32,234
114,2026-06-01,6,79,0.63,409
114,2026-07-01,4,74,0.6,268
115,2026-05-01,158,327,0.86,1771
115,2026-06-01,179,317,0.69,2414
115,2026-07-01,181,315,0.37,1130
116,2024-08-01,4,52,0.71,214
116,2024-09-01,3,43,0.79,173
116,2024-10-01,2,43,0.5,158
116,2024-11-01,1,49,0.32,378
116,2024-12-01,3,66,0.66,153
116,2025-01-01,2,58,0.46,154
116,2025-02-01,4,68,0.58,424
116,2025-03-01,2,47,0.51,364
116,2025-04-01,3,48,0.63,359
116,2025-05-01,3,58,0.49,143
116,2025-06-01,1,76,0.46,173
116,2025-07-01,4,41,0.29,113
116,2025-08-01,3,51,0.57,177
116,2025-09-01,4,61,0.45,342
116,2025-10-01,2,57,0.49,247
116,2025-11-01,3,46,0.63,169
116,2025-12-01,3,52,0.88,181
116,2026-01-01,2,44,0.61,94
116,2026-02-01,3,58,0.54,440
116,2026-03-01,1,45,0.84,327
116,2026-04-01,2,79,0.76,395
116,2026-05-01,3,60,0.55,317
116,2026-06-01,2,72,0.79,144
116,2026-07-01,4,45,0.73,273
117,2026-02-01,81,312,0.71,1105
117,2026-03-01,78,324,0.67,1455
117,2026-04-01,98,307,0.61,1080
117,2026-05-01,122,322,0.37,779
117,2026-06-01,154,321,0.87,1714
117,2026-07-01,144,324,0.65,2483
118,2025-12-01,10,113,0.54,365
118,2026-01-01,17,147,0.4,877
118,2026-02-01,19,112,0.46,808
118,2026-03-01,16,144,0.83,346
118,2026-04-01,20,111,0.53,799
118,2026-05-01,10,127,0.69,264
118,2026-06-01,19,139,0.7,705
118,2026-07-01,16,146,0.52,651
119,2025-08-01,1,22,0.57,82
119,2025-09-01,1,15,0.74,46
119,2025-10-01,1,27,0.72,179
119,2025-11-01,1,16,0.36,117
119,2025-12-01,1,11,0.59,36
119,2026-01-01,1,15,0.56,71
119,2026-02-01,1,26,0.56,166
119,2026-03-01,1,24,1.0,93
119,2026-04-01,1,36,0.53,255
119,2026-05-01,1,47,0.17,166
119,2026-06-01,1,44,0.49,300
119,2026-07-01,1,10,0.47,27
120,2024-08-01,82,314,0.78,1442
120,2024-09-01,31,296,0.73,1026
120,2024-10-01,59,318,0.93,842
120,2024-11-01,76,296,0.54,908
120,2024-12-01,51,309,0.75,814
120,2025-01-01,42,329,0.38,2280
120,2025-02-01,51,294,0.45,1207
120,2025-03-01,87,295,0.58,675
120,2025-04-01,72,299,0.53,2220
120,2025-05-01,93,319,0.54,2149
120,2025-06-01,49,308,0.51,2267
120,2025-07-01,73,305,0.62,2131
120,2025-08-01,46,319,0.67,1138
120,2025-09-01,61,328,0.82,1833
120,2025-10-01,33,294,0.73,2238
120,2025-11-01,93,326,0.84,1898
120,2025-12-01,32,319,0.44,673
120,2026-01-01,76,302,0.34,967
120,2026-02-01,78,318,0.32,1557
120,2026-03-01,80,302,0.52,1425
120,2026-04-01,84,297,0.42,1082
120,2026-05-01,66,291,0.7,2260
120,2026-06-01,44,292,0.73,767
120,2026-07-01,50,319,0.59,1298
121,2024-08-01,5,56,0.31,366
121,2024-09-01,4,41,0.75,91
121,2024-10-01,3,53,0.41,321
121,2024-11-01,3,47,0.69,268
121,2024-12-01,4,49,0.5,196
121,2025-01-01,3,49,0.48,165
121,2025-02-01,4,73,0.62,499
121,2025-03-01,3,57,0.37,385
121,2025-04-01,4,64,0.56,456
121,2025-05-01,3,49,0.53,113
121,2025-06-01,2,40,0.46,249
121,2025-07-01,3,74,0.58,463
121,2025-08-01,2,58,0.6,394
121,2025-09-01,3,40,0.61,123
121,2025-10-01,3,44,0.91,155
121,2025-11-01,5,60,0.72,125
121,2025-12-01,3,46,0.92,212
121,2026-01-01,4,73,0.37,176
121,2026-02-01,2,62,0.85,322
121,2026-03-01,5,68,0.66,283
121,2026-04-01,4,48,0.58,248
121,2026-05-01,4,70,0.74,236
121,2026-06-01,3,61,0.65,171
121,2026-07-01,5,63,0.37,157
122,2024-08-01,1,10,0.69,43
122,2024-09-01,1,13,0.7,101
122,2024-10-01,1,45,0.6,172
122,2024-11-01,1,26,0.84,103
122,2024-12-01,1,11,0.5,56
122,2025-01-01,1,27,0.52,164
122,2025-02-01,1,48,0.55,320
122,2025-03-01,1,11,0.68,53
122,2025-04-01,1,31,0.67,162
122,2025-05-01,1,19,0.59,85
122,2025-06-01,1,19,0.67,74
122,2025-07-01,1,34,0.57,205
122,2025-08-01,1,13,0.69,56
122,2025-09-01,1,25,0.47,122
122,2025-10-01,1,34,0.25,142
122,2025-11-01,1,40,0.55,184
122,2025-12-01,1,10,0.59,37
122,2026-01-01,1,15,0.81,47
122,2026-02-01,1,30,0.54,60
122,2026-03-01,1,38,0.71,141
122,2026-04-01,1,42,0.51,167
122,2026-05-01,1,40,0.44,174
122,2026-06-01,1,46,0.5,301
122,2026-07-01,1,22,0.42,120
123,2025-10-01,1,20,0.57,132
123,2025-11-01,1,26,0.46,61
123,2025-12-01,1,43,0.48,113
123,2026-01-01,1,28,0.81,105
123,2026-02-01,1,43,0.56,228
123,2026-03-01,1,24,0.71,123
123,2026-04-01,1,24,0.3,63
123,2026-05-01,1,41,0.65,254
123,2026-06-01,1,14,0.78,89
123,2026-07-01,1,24,0.41,79
124,2026-02-01,24,146,0.79,995
124,2026-03-01,23,139,0.53,797
124,2026-04-01,68,142,0.54,463
124,2026-05-01,44,140,0.48,1037
124,2026-06-01,60,140,0.8,864
124,2026-07-01,45,123,0.36,344
125,2025-06-01,58,318,0.61,1442
125,2025-07-01,63,298,0.86,916
125,2025-08-01,84,313,0.54,1729
125,2025-09-01,35,300,0.72,2225
125,2025-10-01,79,302,0.29,2025
125,2025-11-01,39,313,0.34,2074
125,2025-12-01,75,301,0.61,977
125,2026-01-01,55,328,0.62,1666
125,2026-02-01,40,311,0.52,1402
125,2026-03-01,63,292,0.45,2311
125,2026-04-01,30,315,0.37,1194
125,2026-05-01,71,314,0.83,2244
125,2026-06-01,34,316,0.52,1662
125,2026-07-01,32,326,0.44,2266
126,2025-06-01,14,55,0.73,146
126,2025-07-01,11,45,0.62,124
126,2025-08-01,17,43,0.15,288
126,2025-09-01,6,66,0.44,136
126,2025-10-01,15,72,0.92,502
126,2025-11-01,11,48,0.53,315
126,2025-12-01,10,45,0.59,232
126,2026-01-01,7,63,0.75,214
126,2026-02-01,13,45,0.75,351
126,2026-03-01,13,56,0.8,150
126,2026-04-01,11,40,0.74,209
126,2026-05-01,9,69,0.84,252
126,2026-06-01,12,63,0.68,190
126,2026-07-01,16,62,0.2,219
127,2024-09-01,130,317,0.44,1528
127,2024-10-01,141,296,0.75,2313
127,2024-11-01,135,308,0.7,1705
127,2024-12-01,151,318,0.74,2461
127,2025-01-01,95,315,0.64,1431
127,2025-02-01,112,307,0.64,1313
127,2025-03-01,94,290,0.55,868
127,2025-04-01,98,292,0.71,1412
127,2025-05-01,157,321,0.81,1158
127,2025-06-01,55,294,0.54,2125
127,2025-07-01,78,302,0.5,2166
127,2025-08-01,102,313,0.62,986
127,2025-09-01,58,325,0.44,1176
127,2025-10-01,102,317,0.87,975
127,2025-11-01,118,322,0.7,866
127,2025-12-01,161,302,0.76,860
127,2026-01-01,149,324,0.7,1980
127,2026-02-01,85,329,0.48,2244
127,2026-03-01,67,319,0.74,2483
127,2026-04-01,58,322,0.37,751
127,2026-05-01,74,309,0.66,775
127,2026-06-01,143,322,0.71,944
127,2026-07-01,56,318,0.62,2414
128,2024-10-01,3,52,0.59,146
128,2024-11-01,6,47,0.5,322
128,2024-12-01,8,79,0.52,604
128,2025-01-01,4,66,0.48,187
128,2025-02-01,4,40,0.32,181
128,2025-03-01,6,54,0.63,331
128,2025-04-01,3,45,0.68,250
128,2025-05-01,8,61,0.77,139
128,2025-06-01,8,60,0.58,284
128,2025-07-01,3,44,0.82,262
128,2025-08-01,6,46,0.59,98
128,2025-09-01,6,48,0.84,374
128,2025-10-01,3,54,0.39,288
128,2025-11-01,6,76,0.48,556
128,2025-12-01,7,59,0.54,352
128,2026-01-01,7,59,0.69,258
128,2026-02-01,7,77,0.76,524
128,2026-03-01,5,62,0.64,277
128,2026-04-01,8,53,0.49,285
128,2026-05-01,7,43,0.54,317
128,2026-06-01,3,46,0.66,226
128,2026-07-01,5,44,0.49,190
129,2025-11-01,3,43,0.37,158
129,2025-12-01,4,60,0.78,225
129,2026-01-01,4,67,0.41,442
129,2026-02-01,3,48,0.66,325
129,2026-03-01,6,54,0.53,382
129,2026-04-01,6,42,0.85,86
129,2026-05-01,5,50,0.76,204
129,2026-06-01,6,40,0.85,286
129,2026-07-01,7,49,0.51,241
130,2025-03-01,101,311,0.71,2259
130,2025-04-01,120,312,0.4,2483
130,2025-05-01,62,308,0.6,2183
130,2025-06-01,110,323,0.4,1315
130,2025-07-01,66,315,0.77,1048
130,2025-08-01,88,322,0.78,2534
130,2025-09-01,111,324,0.57,1827
130,2025-10-01,113,315,0.81,1433
130,2025-11-01,89,326,0.57,1250
130,2025-12-01,92,296,1.0,1316
130,2026-01-01,59,310,0.39,1705
130,2026-02-01,80,323,0.53,1574
130,2026-03-01,55,315,0.57,1408
130,2026-04-01,124,297,0.75,617
130,2026-05-01,57,318,0.71,2443
130,2026-06-01,86,299,0.51,1577
130,2026-07-01,47,292,0.47,1827
131,2024-12-01,1,37,0.54,274
131,2025-01-01,1,22,0.66,88
131,2025-02-01,1,37,0.42,217
131,2025-03-01,1,46,0.53,310
131,2025-04-01,1,11,0.6,56
131,2025-05-01,1,26,0.43,106
131,2025-06-01,1,31,0.25,106
131,2025-07-01,1,31,0.44,180
131,2025-08-01,1,43,0.7,196
131,2025-09-01,1,28,0.89,204
131,2025-10-01,1,34,0.64,207
131,2025-11-01,1,11,0.75,69
131,2025-12-01,1,33,0.55,122
131,2026-01-01,1,22,0.61,173
131,2026-02-01,1,18,0.81,78
131,2026-03-01,1,17,0.48,62
131,2026-04-01,1,24,0.53,122
131,2026-05-01,1,45,0.41,157
131,2026-06-01,1,23,0.67,95
131,2026-07-01,1,12,0.44,59
132,2025-03-01,1,39,0.5,200
132,2025-04-01,1,35,0.64,260
132,2025-05-01,1,40,0.35,213
132,2025-06-01,1,21,0.45,55
132,2025-07-01,1,49,0.79,201
132,2025-08-01,1,39,0.76,210
132,2025-09-01,1,17,0.41,45
132,2025-10-01,1,40,0.71,93
132,2025-11-01,1,47,0.65,194
132,2025-12-01,1,29,0.6,80
132,2026-01-01,1,38,0.43,188
132,2026-02-01,1,15,0.56,99
132,2026-03-01,1,49,0.77,293
132,2026-04-01,1,16,0.54,94
132,2026-05-01,1,29,0.74,120
132,2026-06-01,1,41,0.7,156
132,2026-07-01,1,33,0.4,239
133,2025-12-01,6,49,0.7,345
133,2026-01-01,7,51,0.26,104
133,2026-02-01,9,57,0.6,313
133,2026-03-01,8,69,0.51,283
133,2026-04-01,8,52,0.67,109
133,2026-05-01,4,57,0.55,289
133,2026-06-01,3,71,0.59,154
133,2026-07-01,9,48,0.72,222
134,2024-10-01,4,47,0.62,269
134,2024-11-01,4,46,0.5,322
134,2024-12-01,7,50,0.83,294
134,2025-01-01,7,62,0.31,390
134,2025-02-01,7,51,0.43,167
134,2025-03-01,3,64,0.38,250
134,2025-04-01,5,55,0.31,170
134,2025-05-01,8,69,0.4,543
134,2025-06-01,5,71,0.61,164
134,2025-07-01,3,72,0.98,551
134,2025-08-01,9,41,0.71,231
134,2025-09-01,7,53,0.72,305
134,2025-10-01,9,77,0.73,557
134,2025-11-01,8,79,0.71,226
134,2025-12-01,7,71,0.52,509
134,2026-01-01,7,76,0.65,381
134,2026-02-01,7,62,0.54,164
134,2026-03-01,4,52,0.75,157
134,2026-04-01,7,77,0.5,566
134,2026-05-01,5,79,0.64,516
134,2026-06-01,5,75,0.71,501
134,2026-07-01,9,70,0.54,373
135,2025-04-01,1,42,0.31,165
135,2025-05-01,1,31,0.72,175
135,2025-06-01,1,32,0.68,189
135,2025-07-01,1,34,0.43,231
135,2025-08-01,1,18,0.49,48
135,2025-09-01,1,38,0.62,165
135,2025-10-01,1,38,0.31,240
135,2025-11-01,1,16,0.69,57
135,2025-12-01,1,18,0.72,37
135,2026-01-01,1,40,0.91,306
135,2026-02-01,1,26,0.81,139
135,2026-03-01,1,37,0.76,188
135,2026-04-01,1,30,0.75,68
135,2026-05-01,1,24,0.3,147
135,2026-06-01,1,24,0.41,131
135,2026-07-01,1,14,0.45,52
136,2024-08-01,25,123,0.7,312
136,2024-09-01,16,115,0.64,790
136,2024-10-01,31,144,0.69,707
136,2024-11-01,16,129,0.54,933
136,2024-12-01,28,143,0.32,895
136,2025-01-01,35,128,0.46,604
136,2025-02-01,29,125,0.74,988
136,2025-03-01,22,139,0.81,1092
136,2025-04-01,24,111,0.58,566
136,2025-05-01,39,137,0.92,698
136,2025-06-01,21,119,0.68,745
136,2025-07-01,29,132,0.57,1011
136,2025-08-01,34,133,0.62,636
136,2025-09-01,20,111,0.23,841
136,2025-10-01,36,118,0.62,311
136,2025-11-01,33,133,0.34,891
136,2025-12-01,14,132,0.63,854
136,2026-01-01,33,144,0.66,572
136,2026-02-01,30,114,0.65,256
136,2026-03-01,25,133,0.66,322
136,2026-04-01,32,119,0.76,444
136,2026-05-01,27,132,0.61,875
136,2026-06-01,34,115,0.78,323
136,2026-07-01,38,111,0.46,754
137,2024-08-01,8,45,0.63,232
137,2024-09-01,8,78,0.61,175
137,2024-10-01,11,66,0.62,503
137,2024-11-01,10,41,0.61,187
137,2024-12-01,15,78,0.67,350
137,2025-01-01,13,65,0.58,500
137,2025-02-01,11,56,0.77,196
137,2025-03-01,11,67,0.78,399
137,2025-04-01,9,68,0.61,379
137,2025-05-01,11,49,0.71,313
137,2025-06-01,10,42,0.49,294
137,2025-07-01,11,78,0.6,388
137,2025-08-01,11,59,0.59,448
137,2025-09-01,9,44,0.59,151
137,2025-10-01,16,73,0.79,307
137,2025-11-01,15,74,0.7,527
137,2025-12-01,8,47,0.45,335
137,2026-01-01,14,67,0.46,383
137,2026-02-01,7,59,0.7,317
137,2026-03-01,10,42,0.51,186
137,2026-04-01,13,65,0.76,414
137,2026-05-01,9,44,0.75,347
137,2026-06-01,5,43,0.71,329
137,2026-07-01,7,46,0.87,333
138,2025-04-01,17,53,0.6,324
138,2025-05-01,10,58,0.48,200
138,2025-06-01,17,49,0.58,104
138,2025-07-01,12,77,0.5,574
138,2025-08-01,15,79,0.68,344
138,2025-09-01,9,52,0.93,384
138,2025-10-01,12,58,0.19,205
138,2025-11-01,11,64,0.77,175
138,2025-12-01,8,67,0.66,270
138,2026-01-01,14,66,0.44,264
138,2026-02-01,16,52,0.43,177
138,2026-03-01,11,70,0.61,329
138,2026-04-01,12,60,0.55,378
138,2026-05-01,15,68,0.77,269
138,2026-06-01,10,59,0.72,271
138,2026-07-01,13,49,0.49,336
139,2026-03-01,20,128,0.49,478
139,2026-04-01,30,135,0.53,884
139,2026-05-01,22,125,0.46,467
139,2026-06-01,13,126,0.79,312
139,2026-07-01,26,138,0.67,1050
140,2024-08-01,3,75,0.67,424
140,2024-09-01,3,75,0.59,408
140,2024-10-01,4,55,0.67,407
140,2024-11-01,3,45,0.59,318
140,2024-12-01,1,47,0.34,144
140,2025-01-01,2,65,0.56,234
140,2025-02-01,2,76,0.74,474
140,2025-03-01,4,64,0.57,429
140,2025-04-01,3,47,0.98,298
140,2025-05-01,3,57,0.64,272
140,2025-06-01,4,56,0.6,395
140,2025-07-01,4,53,0.43,394
140,2025-08-01,3,66,0.37,285
140,2025-09-01,3,44,0.65,271
140,2025-10-01,3,43,0.42,314
140,2025-11-01,3,48,0.69,283
140,2025-12-01,2,55,0.66,295
140,2026-01-01,4,79,0.68,235
140,2026-02-01,3,47,0.67,147
140,2026-03-01,3,78,0.4,289
140,2026-04-01,3,58,0.55,397
140,2026-05-01,3,71,0.91,509
140,2026-06-01,4,79,0.47,193
140,2026-07-01,3,65,0.69,152
141,2025-07-01,146,316,0.63,1987
141,2025-08-01,101,296,0.56,1567
141,2025-09-01,120,326,0.34,836
141,2025-10-01,77,311,0.64,862
141,2025-11-01,51,312,0.83,1909
141,2025-12-01,132,316,0.56,1763
141,2026-01-01,64,301,0.58,1813
141,2026-02-01,95,296,0.62,1061
141,2026-03-01,131,327,0.5,669
141,2026-04-01,109,296,0.75,697
141,2026-05-01,130,294,0.91,921
141,2026-06-01,147,300,0.68,1853
141,2026-07-01,59,295,0.36,1010
142,2024-12-01,3,32,0.61,172
142,2025-01-01,1,23,0.57,107
142,2025-02-01,1,49,0.3,119
142,2025-03-01,2,19,0.47,137
142,2025-04-01,3,26,0.63,121
142,2025-05-01,2,13,0.51,89
142,2025-06-01,2,18,0.45,126
142,2025-07-01,2,25,0.75,153
142,2025-08-01,1,42,0.52,112
142,2025-09-01,1,33,0.55,67
142,2025-10-01,1,44,0.62,256
142,2025-11-01,1,29,0.18,118
142,2025-12-01,3,15,0.88,48
142,2026-01-01,2,48,0.84,273
142,2026-02-01,3,27,0.61,207
142,2026-03-01,1,24,0.66,135
142,2026-04-01,2,47,0.54,325
142,2026-05-01,1,20,0.48,117
142,2026-06-01,2,43,0.36,243
142,2026-07-01,3,48,0.46,177
143,2025-02-01,38,135,0.75,608
143,2025-03-01,44,120,0.54,797
143,2025-04-01,22,148,0.74,437
143,2025-05-01,25,114,0.5,250
143,2025-06-01,57,121,0.72,710
143,2025-07-01,45,138,0.8,503
143,2025-08-01,50,114,0.37,680
143,2025-09-01,33,136,0.67,778
143,2025-10-01,53,135,0.3,976
143,2025-11-01,27,111,0.58,679
143,2025-12-01,48,131,0.53,385
143,2026-01-01,35,130,0.5,523
143,2026-02-01,25,130,0.49,658
143,2026-03-01,33,113,0.58,762
143,2026-04-01,37,119,0.71,743
143,2026-05-01,34,132,0.47,658
143,2026-06-01,29,119,0.56,789
143,2026-07-01,39,143,0.59,593
144,2024-08-01,15,54,0.38,346
144,2024-09-01,10,63,0.6,295
144,2024-10-01,17,66,0.66,503
144,2024-11-01,8,63,0.72,293
144,2024-12-01,10,52,0.8,237
144,2025-01-01,6,56,0.64,241
144,2025-02-01,16,58,0.43,433
144,2025-03-01,8,49,0.76,373
144,2025-04-01,13,52,0.69,164
144,2025-05-01,9,79,0.69,220
144,2025-06-01,7,45,0.78,356
144,2025-07-01,8,68,0.56,253
144,2025-08-01,17,47,0.89,353
144,2025-09-01,13,78,0.57,538
144,2025-10-01,10,60,0.55,336
144,2025-11-01,6,53,0.74,237
144,2025-12-01,14,72,0.57,445
144,2026-01-01,13,52,0.82,236
144,2026-02-01,12,75,0.29,378
144,2026-03-01,6,56,0.61,419
144,2026-04-01,17,52,0.25,184
144,2026-05-01,16,40,0.45,312
144,2026-06-01,13,53,0.76,171
144,2026-07-01,12,79,0.49,212
145,2025-11-01,232,290,0.5,1825
145,2025-12-01,250,300,0.7,1503
145,2026-01-01,89,305,0.29,1625
145,2026-02-01,127,307,0.5,1807
145,2026-03-01,114,329,0.54,2106
145,2026-04-01,118,296,0.6,1867
145,2026-05-01,112,303,0.83,1079
145,2026-06-01,260,294,0.62,2036
145,2026-07-01,121,315,0.57,2109
146,2024-08-01,1,15,0.85,95
146,2024-09-01,1,46,0.81,209
146,2024-10-01,1,21,0.52,128
146,2024-11-01,1,25,0.8,146
146,2024-12-01,1,16,0.42,94
146,2025-01-01,1,11,0.49,39
146,2025-02-01,1,19,0.71,45
146,2025-03-01,1,18,0.56,104
146,2025-04-01,1,15,0.65,54
146,2025-05-01,1,17,0.45,76
146,2025-06-01,1,28,0.52,142
146,2025-07-01,1,23,0.85,96
146,2025-08-01,1,18,0.39,137
146,2025-09-01,1,37,0.79,81
146,2025-10-01,1,10,0.8,35
146,2025-11-01,1,41,0.62,222
146,2025-12-01,1,10,0.34,39
146,2026-01-01,1,44,0.51,122
146,2026-02-01,1,23,0.69,105
146,2026-03-01,1,44,0.45,306
146,2026-04-01,1,17,0.61,63
146,2026-05-01,1,46,0.46,192
146,2026-06-01,1,45,0.95,284
146,2026-07-01,1,30,0.6,202
147,2024-08-01,3,57,0.39,250
147,2024-09-01,3,40,0.73,119
147,2024-10-01,1,61,0.57,127
147,2024-11-01,3,40,0.47,319
147,2024-12-01,4,54,0.55,203
147,2025-01-01,3,51,0.86,358
147,2025-02-01,2,54,0.63,133
147,2025-03-01,2,47,0.55,197
147,2025-04-01,3,45,0.43,277
147,2025-05-01,2,76,0.52,387
147,2025-06-01,3,58,0.47,175
147,2025-07-01,2,52,0.81,333
147,2025-08-01,2,69,0.54,372
147,2025-09-01,4,61,0.62,448
147,2025-10-01,2,78,0.54,294
147,2025-11-01,1,51,0.69,325
147,2025-12-01,4,55,0.73,299
147,2026-01-01,3,65,0.45,347
147,2026-02-01,2,71,0.54,501
147,2026-03-01,3,55,0.59,152
147,2026-04-01,3,47,0.6,221
147,2026-05-01,2,73,0.58,543
147,2026-06-01,3,71,0.67,150
147,2026-07-01,3,72,0.47,336
148,2026-03-01,16,40,0.61,294
148,2026-04-01,7,72,0.5,348
148,2026-05-01,16,55,0.55,357
148,2026-06-01,8,56,0.44,418
148,2026-07-01,12,41,0.57,310
149,2026-05-01,1,35,0.53,225
149,2026-06-01,1,32,0.45,108
149,2026-07-01,1,27,1.0,133
150,2025-07-01,1,37,0.46,207
150,2025-08-01,1,11,0.59,34
150,2025-09-01,1,44,0.5,191
150,2025-10-01,1,32,0.87,148
150,2025-11-01,1,26,0.73,139
150,2025-12-01,1,41,0.42,101
150,2026-01-01,1,44,0.78,212
150,2026-02-01,1,38,0.56,237
150,2026-03-01,1,46,0.63,281
150,2026-04-01,1,41,0.66,199
150,2026-05-01,1,40,0.42,305
150,2026-06-01,1,28,0.67,178
150,2026-07-01,1,17,0.64,37
151,2024-08-01,1,40,0.56,122
151,2024-09-01,4,17,0.53,94
151,2024-10-01,1,43,0.44,235
151,2024-11-01,2,31,0.75,155
151,2024-12-01,4,36,0.64,146
151,2025-01-01,2,14,0.71,75
151,2025-02-01,3,17,0.74,81
151,2025-03-01,2,17,0.38,36
151,2025-04-01,4,13,0.65,62
151,2025-05-01,3,29,0.7,141
151,2025-06-01,4,43,0.86,117
151,2025-07-01,3,17,0.64,80
151,2025-08-01,3,25,0.6,184
151,2025-09-01,4,28,0.85,88
151,2025-10-01,2,15,0.56,35
151,2025-11-01,4,42,0.39,89
151,2025-12-01,3,24,0.53,50
151,2026-01-01,2,26,0.82,170
151,2026-02-01,3,26,0.44,127
151,2026-03-01,3,36,0.4,154
151,2026-04-01,2,19,0.44,98
151,2026-05-01,3,32,0.46,252
151,2026-06-01,2,29,0.61,113
151,2026-07-01,2,42,0.34,224
152,2026-01-01,9,69,0.46,209
152,2026-02-01,9,57,0.6,427
152,2026-03-01,9,60,0.65,146
152,2026-04-01,5,52,0.69,365
152,2026-05-01,8,77,0.39,203
152,2026-06-01,4,75,0.56,368
152,2026-07-01,10,69,0.53,265
153,2026-06-01,2,22,0.63,166
153,2026-07-01,2,22,0.7,112
154,2024-08-01,1,34,0.7,165
154,2024-09-01,1,48,0.58,325
154,2024-10-01,1,30,0.59,125
154,2024-11-01,1,44,0.63,250
154,2024-12-01,1,21,0.79,107
154,2025-01-01,1,24,0.13,122
154,2025-02-01,1,18,0.58,62
154,2025-03-01,1,24,0.88,115
154,2025-04-01,1,47,0.66,285
154,2025-05-01,1,48,0.67,191
