invoice_id,customer_id,invoice_month,billed_amount,discount_amount,paid_amount,payment_status
INV-0132-202607,132,2026-07-01,49,0.0,49.0,Paid
INV-0133-202601,133,2026-01-01,1089,0.0,1089.0,Paid
INV-0133-202602,133,2026-02-01,1089,0.0,1089.0,Paid
INV-0133-202603,133,2026-03-01,1089,0.0,1089.0,Paid
INV-0133-202604,133,2026-04-01,1089,0.0,1089.0,Paid
INV-0133-202605,133,2026-05-01,1089,0.0,1089.0,Paid
INV-0133-202606,133,2026-06-01,1089,0.0,1089.0,Paid
INV-0133-202607,133,2026-07-01,1089,0.0,1089.0,Paid
INV-0134-202411,134,2024-11-01,1089,0.0,1089.0,Paid
INV-0134-202412,134,2024-12-01,1089,0.0,1089.0,Paid
INV-0134-202501,134,2025-01-01,1089,0.0,1089.0,Paid
INV-0134-202502,134,2025-02-01,1089,0.0,1089.0,Paid
INV-0134-202503,134,2025-03-01,1089,0.0,1089.0,Paid
INV-0134-202504,134,2025-04-01,1089,0.0,1089.0,Paid
INV-0134-202505,134,2025-05-01,1089,0.0,1089.0,Paid
INV-0134-202506,134,2025-06-01,1089,256.28,832.72,Paid
INV-0134-202507,134,2025-07-01,1089,0.0,1089.0,Paid
INV-0134-202508,134,2025-08-01,1089,0.0,0.0,Failed
INV-0134-202509,134,2025-09-01,1089,0.0,1089.0,Paid
INV-0134-202510,134,2025-10-01,1089,0.0,0.0,Failed
INV-0134-202511,134,2025-11-01,1089,0.0,1089.0,Paid
INV-0134-202512,134,2025-12-01,1089,140.43,948.57,Paid
INV-0134-202601,134,2026-01-01,1089,0.0,1089.0,Paid
INV-0134-202602,134,2026-02-01,1089,0.0,1089.0,Paid
INV-0134-202603,134,2026-03-01,1089,0.0,1089.0,Paid
INV-0134-202604,134,2026-04-01,1089,0.0,1089.0,Paid
INV-0134-202605,134,2026-05-01,1089,127.8,961.2,Paid
INV-0134-202606,134,2026-06-01,1089,0.0,1089.0,Paid
INV-0134-202607,134,2026-07-01,1089,0.0,1089.0,Paid
INV-0135-202505,135,2025-05-01,98,0.0,98.0,Paid
INV-0135-202506,135,2025-06-01,98,0.0,98.0,Paid
INV-0135-202507,135,2025-07-01,98,10.69,87.31,Paid
INV-0135-202508,135,2025-08-01,98,0.0,98.0,Paid
INV-0135-202509,135,2025-09-01,98,0.0,98.0,Paid
INV-0135-202510,135,2025-10-01,98,0.0,98.0,Paid
INV-0135-202511,135,2025-11-01,98,0.0,0.0,Failed
INV-0135-202512,135,2025-12-01,98,0.0,98.0,Paid
INV-0135-202601,135,2026-01-01,98,0.0,98.0,Paid
INV-0135-202602,135,2026-02-01,98,0.0,0.0,Failed
INV-0135-202603,135,2026-03-01,98,0.0,98.0,Paid
INV-0135-202604,135,2026-04-01,98,0.0,98.0,Paid
INV-0135-202605,135,2026-05-01,98,0.0,98.0,Paid
INV-0135-202606,135,2026-06-01,98,0.0,98.0,Paid
INV-0135-202607,135,2026-07-01,98,0.0,98.0,Paid
INV-0136-202407,136,2024-07-01,134460,0.0,134460.0,Paid
INV-0136-202507,136,2025-07-01,134460,0.0,0.0,Failed
INV-0136-202607,136,2026-07-01,134460,0.0,134460.0,Paid
INV-0137-202309,137,2023-09-01,22572,0.0,22572.0,Paid
INV-0137-202409,137,2024-09-01,22572,0.0,22572.0,Paid
INV-0137-202509,137,2025-09-01,22572,0.0,22572.0,Paid
INV-0138-202505,138,2025-05-01,23760,4025.37,19734.63,Paid
INV-0138-202605,138,2026-05-01,23760,0.0,23760.0,Paid
INV-0139-202604,139,2026-04-01,128484,0.0,128484.0,Paid
INV-0140-202309,140,2023-09-01,495,0.0,0.0,Failed
INV-0140-202310,140,2023-10-01,495,0.0,495.0,Paid
INV-0140-202311,140,2023-11-01,495,0.0,495.0,Paid
INV-0140-202312,140,2023-12-01,495,46.78,448.22,Paid
INV-0140-202401,140,2024-01-01,495,0.0,0.0,Failed
INV-0140-202402,140,2024-02-01,495,0.0,495.0,Paid
INV-0140-202403,140,2024-03-01,495,0.0,495.0,Paid
INV-0140-202404,140,2024-04-01,495,0.0,495.0,Paid
INV-0140-202405,140,2024-05-01,495,104.58,390.42,Paid
INV-0140-202406,140,2024-06-01,495,46.51,448.49,Paid
INV-0140-202407,140,2024-07-01,495,0.0,495.0,Paid
INV-0140-202408,140,2024-08-01,495,0.0,495.0,Paid
INV-0140-202409,140,2024-09-01,495,0.0,495.0,Paid
INV-0140-202410,140,2024-10-01,495,0.0,495.0,Paid
INV-0140-202411,140,2024-11-01,495,0.0,495.0,Paid
INV-0140-202412,140,2024-12-01,495,0.0,0.0,Failed
INV-0140-202501,140,2025-01-01,495,0.0,495.0,Paid
INV-0140-202502,140,2025-02-01,495,0.0,495.0,Paid
INV-0140-202503,140,2025-03-01,495,0.0,495.0,Paid
INV-0140-202504,140,2025-04-01,495,0.0,495.0,Paid
INV-0140-202505,140,2025-05-01,495,0.0,495.0,Paid
INV-0140-202506,140,2025-06-01,495,0.0,495.0,Paid
INV-0140-202507,140,2025-07-01,495,0.0,495.0,Paid
INV-0140-202508,140,2025-08-01,495,0.0,0.0,Failed
INV-0140-202509,140,2025-09-01,495,0.0,495.0,Paid
INV-0140-202510,140,2025-10-01,495,0.0,495.0,Paid
INV-0140-202511,140,2025-11-01,495,0.0,495.0,Paid
INV-0140-202512,140,2025-12-01,495,0.0,495.0,Paid
INV-0140-202601,140,2026-01-01,495,0.0,495.0,Paid
INV-0140-202602,140,2026-02-01,495,0.0,495.0,Paid
INV-0140-202603,140,2026-03-01,495,0.0,495.0,Paid
INV-0140-202604,140,2026-04-01,495,0.0,495.0,Paid
INV-0140-202605,140,2026-05-01,495,0.0,495.0,Paid
INV-0140-202606,140,2026-06-01,495,0.0,495.0,Paid
INV-0140-202607,140,2026-07-01,495,0.0,495.0,Paid
INV-0141-202508,141,2025-08-01,1178832,0.0,0.0,Failed
INV-0142-202501,142,2025-01-01,196,0.0,196.0,Paid
INV-0142-202502,142,2025-02-01,196,0.0,196.0,Paid
INV-0142-202503,142,2025-03-01,196,45.67,150.33,Paid
INV-0142-202504,142,2025-04-01,196,0.0,0.0,Failed
INV-0142-202505,142,2025-05-01,196,0.0,196.0,Paid
INV-0142-202506,142,2025-06-01,196,0.0,196.0,Paid
INV-0142-202507,142,2025-07-01,196,0.0,0.0,Failed
INV-0142-202508,142,2025-08-01,196,0.0,0.0,Failed
INV-0142-202509,142,2025-09-01,196,0.0,196.0,Paid
INV-0142-202510,142,2025-10-01,196,0.0,196.0,Paid
INV-0142-202511,142,2025-11-01,196,0.0,196.0,Paid
INV-0142-202512,142,2025-12-01,196,0.0,196.0,Paid
INV-0142-202601,142,2026-01-01,196,35.15,160.85,Paid
INV-0142-202602,142,2026-02-01,196,0.0,196.0,Paid
INV-0142-202603,142,2026-03-01,196,0.0,196.0,Paid
INV-0142-202604,142,2026-04-01,196,14.39,181.61,Paid
INV-0142-202605,142,2026-05-01,196,0.0,0.0,Failed
INV-0142-202606,142,2026-06-01,196,31.97,164.03,Paid
INV-0142-202607,142,2026-07-01,196,0.0,196.0,Paid
INV-0143-202503,143,2025-03-01,197208,31378.75,165829.25,Paid
INV-0143-202603,143,2026-03-01,197208,0.0,197208.0,Paid
INV-0144-202409,144,2024-09-01,1980,0.0,1980.0,Paid
INV-0144-202410,144,2024-10-01,1980,0.0,1980.0,Paid
INV-0144-202411,144,2024-11-01,1980,0.0,1980.0,Paid
INV-0144-202412,144,2024-12-01,1980,0.0,1980.0,Paid
INV-0144-202501,144,2025-01-01,1980,467.3,1512.7,Paid
INV-0144-202502,144,2025-02-01,1980,0.0,1980.0,Paid
INV-0144-202503,144,2025-03-01,1980,373.25,1606.75,Paid
INV-0144-202504,144,2025-04-01,1980,0.0,0.0,Failed
INV-0144-202505,144,2025-05-01,1980,0.0,1980.0,Paid
INV-0144-202506,144,2025-06-01,1980,0.0,1980.0,Paid
INV-0144-202507,144,2025-07-01,1980,0.0,1980.0,Paid
INV-0144-202508,144,2025-08-01,1980,0.0,0.0,Failed
INV-0144-202509,144,2025-09-01,1980,0.0,0.0,Failed
INV-0144-202510,144,2025-10-01,1980,0.0,1980.0,Paid
INV-0144-202511,144,2025-11-01,1980,0.0,1980.0,Paid
INV-0144-202512,144,2025-12-01,1980,0.0,1980.0,Paid
INV-0144-202601,144,2026-01-01,1980,0.0,1980.0,Paid
INV-0144-202602,144,2026-02-01,1980,0.0,1980.0,Paid
INV-0144-202603,144,2026-03-01,1980,0.0,1980.0,Paid
INV-0144-202604,144,2026-04-01,1980,0.0,1980.0,Paid
INV-0144-202605,144,2026-05-01,1980,0.0,1980.0,Paid
INV-0144-202606,144,2026-06-01,1980,0.0,0.0,Failed
INV-0144-202607,144,2026-07-01,1980,0.0,1980.0,Paid
INV-0145-202511,145,2025-11-01,177304,0.0,177304.0,Paid
INV-0145-202512,145,2025-12-01,177304,0.0,177304.0,Paid
INV-0145-202601,145,2026-01-01,177304,0.0,177304.0,Paid
INV-0145-202602,145,2026-02-01,177304,0.0,177304.0,Paid
INV-0145-202603,145,2026-03-01,177304,0.0,177304.0,Paid
INV-0145-202604,145,2026-04-01,177304,0.0,177304.0,Paid
INV-0145-202605,145,2026-05-01,177304,0.0,177304.0,Paid
INV-0145-202606,145,2026-06-01,177304,0.0,177304.0,Paid
INV-0145-202607,145,2026-07-01,177304,0.0,177304.0,Paid
INV-0146-202407,146,2024-07-01,49,0.0,49.0,Paid
INV-0146-202408,146,2024-08-01,49,0.0,49.0,Paid
INV-0146-202409,146,2024-09-01,49,0.0,49.0,Paid
INV-0146-202410,146,2024-10-01,49,0.0,0.0,Failed
INV-0146-202411,146,2024-11-01,49,0.0,49.0,Paid
INV-0146-202412,146,2024-12-01,49,0.0,0.0,Failed
INV-0146-202501,146,2025-01-01,49,0.0,49.0,Paid
INV-0146-202502,146,2025-02-01,49,8.43,40.57,Paid
INV-0146-202503,146,2025-03-01,49,0.0,49.0,Paid
INV-0146-202504,146,2025-04-01,49,0.0,49.0,Paid
INV-0146-202505,146,2025-05-01,49,10.9,0.0,Failed
INV-0146-202506,146,2025-06-01,49,8.44,40.56,Paid
INV-0146-202507,146,2025-07-01,49,0.0,49.0,Paid
INV-0146-202508,146,2025-08-01,49,0.0,49.0,Paid
INV-0146-202509,146,2025-09-01,49,0.0,49.0,Paid
INV-0146-202510,146,2025-10-01,49,0.0,49.0,Paid
INV-0146-202511,146,2025-11-01,49,0.0,49.0,Paid
INV-0146-202512,146,2025-12-01,49,4.43,44.57,Paid
INV-0146-202601,146,2026-01-01,49,0.0,0.0,Failed
INV-0146-202602,146,2026-02-01,49,0.0,49.0,Paid
INV-0146-202603,146,2026-03-01,49,8.63,40.37,Paid
INV-0146-202604,146,2026-04-01,49,0.0,49.0,Paid
INV-0146-202605,146,2026-05-01,49,8.76,40.24,Paid
INV-0146-202606,146,2026-06-01,49,0.0,49.0,Paid
INV-0146-202607,146,2026-07-01,49,0.0,49.0,Paid
INV-0147-202310,147,2023-10-01,495,0.0,495.0,Paid
INV-0147-202311,147,2023-11-01,495,0.0,495.0,Paid
INV-0147-202312,147,2023-12-01,495,0.0,495.0,Paid
INV-0147-202401,147,2024-01-01,495,0.0,495.0,Paid
INV-0147-202402,147,2024-02-01,495,0.0,0.0,Failed
INV-0147-202403,147,2024-03-01,495,0.0,495.0,Paid
INV-0147-202404,147,2024-04-01,495,98.51,396.49,Paid
INV-0147-202405,147,2024-05-01,495,0.0,495.0,Paid
INV-0147-202406,147,2024-06-01,495,36.42,458.58,Paid
INV-0147-202407,147,2024-07-01,495,0.0,495.0,Paid
INV-0147-202408,147,2024-08-01,495,0.0,495.0,Paid
INV-0147-202409,147,2024-09-01,495,0.0,495.0,Paid
INV-0147-202410,147,2024-10-01,495,0.0,0.0,Failed
INV-0147-202411,147,2024-11-01,495,0.0,495.0,Paid
INV-0147-202412,147,2024-12-01,495,0.0,495.0,Paid
INV-0147-202501,147,2025-01-01,495,121.55,373.45,Paid
INV-0147-202502,147,2025-02-01,495,0.0,495.0,Paid
INV-0147-202503,147,2025-03-01,495,0.0,0.0,Failed
INV-0147-202504,147,2025-04-01,495,118.13,376.87,Paid
INV-0147-202505,147,2025-05-01,495,0.0,495.0,Paid
INV-0147-202506,147,2025-06-01,495,0.0,495.0,Paid
INV-0147-202507,147,2025-07-01,495,0.0,495.0,Paid
INV-0147-202508,147,2025-08-01,495,0.0,495.0,Paid
INV-0147-202509,147,2025-09-01,495,0.0,495.0,Paid
INV-0147-202510,147,2025-10-01,495,0.0,495.0,Paid
INV-0147-202511,147,2025-11-01,495,0.0,495.0,Paid
INV-0147-202512,147,2025-12-01,495,0.0,495.0,Paid
INV-0147-202601,147,2026-01-01,495,96.7,398.3,Paid
INV-0147-202602,147,2026-02-01,495,0.0,495.0,Paid
INV-0147-202603,147,2026-03-01,495,0.0,0.0,Failed
INV-0147-202604,147,2026-04-01,495,0.0,495.0,Paid
INV-0147-202605,147,2026-05-01,495,0.0,495.0,Paid
INV-0147-202606,147,2026-06-01,495,0.0,495.0,Paid
INV-0147-202607,147,2026-07-01,495,0.0,495.0,Paid
INV-0148-202604,148,2026-04-01,1980,0.0,1980.0,Paid
INV-0148-202605,148,2026-05-01,1980,0.0,1980.0,Paid
INV-0148-202606,148,2026-06-01,1980,0.0,1980.0,Paid
INV-0148-202607,148,2026-07-01,1980,0.0,1980.0,Paid
INV-0149-202606,149,2026-06-01,588,58.98,529.02,Paid
INV-0150-202508,150,2025-08-01,588,0.0,588.0,Paid
INV-0151-202402,151,2024-02-01,245,0.0,245.0,Paid
INV-0151-202403,151,2024-03-01,245,0.0,245.0,Paid
INV-0151-202404,151,2024-04-01,245,39.0,206.0,Paid
INV-0151-202405,151,2024-05-01,245,0.0,0.0,Failed
INV-0151-202406,151,2024-06-01,245,0.0,245.0,Paid
INV-0151-202407,151,2024-07-01,245,0.0,245.0,Paid
INV-0151-202408,151,2024-08-01,245,0.0,245.0,Paid
INV-0151-202409,151,2024-09-01,245,0.0,245.0,Paid
INV-0151-202410,151,2024-10-01,245,0.0,245.0,Paid
INV-0151-202411,151,2024-11-01,245,19.92,225.08,Paid
INV-0151-202412,151,2024-12-01,245,0.0,0.0,Failed
INV-0151-202501,151,2025-01-01,245,0.0,245.0,Paid
INV-0151-202502,151,2025-02-01,245,0.0,245.0,Paid
INV-0151-202503,151,2025-03-01,245,0.0,245.0,Paid
INV-0151-202504,151,2025-04-01,245,0.0,245.0,Paid
INV-0151-202505,151,2025-05-01,245,0.0,245.0,Paid
INV-0151-202506,151,2025-06-01,245,0.0,245.0,Paid
INV-0151-202507,151,2025-07-01,245,0.0,245.0,Paid
INV-0151-202508,151,2025-08-01,245,0.0,245.0,Paid
INV-0151-202509,151,2025-09-01,245,0.0,245.0,Paid
INV-0151-202510,151,2025-10-01,245,0.0,245.0,Paid
INV-0151-202511,151,2025-11-01,245,0.0,245.0,Paid
INV-0151-202512,151,2025-12-01,245,0.0,245.0,Paid
INV-0151-202601,151,2026-01-01,245,0.0,245.0,Paid
INV-0151-202602,151,2026-02-01,245,0.0,245.0,Paid
INV-0151-202603,151,2026-03-01,245,0.0,245.0,Paid
INV-0151-202604,151,2026-04-01,245,0.0,245.0,Paid
INV-0151-202605,151,2026-05-01,245,0.0,245.0,Paid
INV-0151-202606,151,2026-06-01,245,0.0,245.0,Paid
INV-0151-202607,151,2026-07-01,245,41.49,203.51,Paid
INV-0152-202601,152,2026-01-01,15444,1881.34,13562.66,Paid
INV-0153-202607,153,2026-07-01,2352,0.0,2352.0,Paid
INV-0154-202312,154,2023-12-01,49,3.17,0.0,Failed
INV-0154-202401,154,2024-01-01,49,0.0,49.0,Paid
INV-0154-202402,154,2024-02-01,49,0.0,49.0,Paid
INV-0154-202403,154,2024-03-01,49,0.0,49.0,Paid
INV-0154-202404,154,2024-04-01,49,0.0,49.0,Paid
INV-0154-202405,154,2024-05-01,49,0.0,49.0,Paid
INV-0154-202406,154,2024-06-01,49,0.0,49.0,Paid
INV-0154-202407,154,2024-07-01,49,0.0,49.0,Paid
INV-0154-202408,154,2024-08-01,49,0.0,49.0,Paid
INV-0154-202409,154,2024-09-01,49,0.0,49.0,Paid
INV-0154-202410,154,2024-10-01,49,0.0,0.0,Failed
INV-0154-202411,154,2024-11-01,49,0.0,49.0,Paid
INV-0154-202412,154,2024-12-01,49,0.0,49.0,Paid
INV-0154-202501,154,2025-01-01,49,0.0,49.0,Paid
INV-0154-202502,154,2025-02-01,49,0.0,49.0,Paid
INV-0154-202503,154,2025-03-01,49,0.0,49.0,Paid
INV-0154-202504,154,2025-04-01,49,0.0,49.0,Paid
INV-0154-202505,154,2025-05-01,49,9.14,39.86,Paid
INV-0154-202506,154,2025-06-01,49,0.0,49.0,Paid
INV-0154-202507,154,2025-07-01,49,0.0,49.0,Paid
INV-0154-202508,154,2025-08-01,49,7.83,41.17,Paid
INV-0154-202509,154,2025-09-01,49,0.0,49.0,Paid
INV-0154-202510,154,2025-10-01,49,0.0,49.0,Paid
INV-0154-202511,154,2025-11-01,49,0.0,49.0,Paid
INV-0154-202512,154,2025-12-01,49,6.5,42.5,Paid
INV-0154-202601,154,2026-01-01,49,0.0,49.0,Paid
INV-0154-202602,154,2026-02-01,49,0.0,49.0,Paid
INV-0154-202603,154,2026-03-01,49,0.0,49.0,Paid
INV-0154-202604,154,2026-04-01,49,0.0,49.0,Paid
INV-0154-202605,154,2026-05-01,49,0.0,49.0,Paid
INV-0154-202606,154,2026-06-01,49,0.0,49.0,Paid
INV-0154-202607,154,2026-07-01,49,0.0,49.0,Paid
INV-0155-202411,155,2024-11-01,5940,0.0,5940.0,Paid
INV-0155-202511,155,2025-11-01,5940,0.0,5940.0,Paid
INV-0156-202310,156,2023-10-01,1764,0.0,1764.0,Paid
INV-0156-202410,156,2024-10-01,1764,0.0,0.0,Failed
INV-0156-202510,156,2025-10-01,1764,0.0,1764.0,Paid
INV-0157-202312,157,2023-12-01,54509,0.0,54509.0,Paid
INV-0157-202401,157,2024-01-01,54509,0.0,54509.0,Paid
INV-0157-202402,157,2024-02-01,54509,0.0,54509.0,Paid
INV-0157-202403,157,2024-03-01,54509,0.0,54509.0,Paid
INV-0157-202404,157,2024-04-01,54509,0.0,54509.0,Paid
INV-0157-202405,157,2024-05-01,54509,0.0,54509.0,Paid
INV-0157-202406,157,2024-06-01,54509,0.0,54509.0,Paid
INV-0157-202407,157,2024-07-01,54509,0.0,54509.0,Paid
INV-0157-202408,157,2024-08-01,54509,0.0,54509.0,Paid
INV-0157-202409,157,2024-09-01,54509,0.0,54509.0,Paid
INV-0157-202410,157,2024-10-01,54509,0.0,54509.0,Paid
INV-0157-202411,157,2024-11-01,54509,0.0,54509.0,Paid
INV-0157-202412,157,2024-12-01,54509,0.0,0.0,Failed
INV-0157-202501,157,2025-01-01,54509,0.0,54509.0,Paid
INV-0157-202502,157,2025-02-01,54509,5200.03,49308.97,Paid
INV-0157-202503,157,2025-03-01,54509,0.0,54509.0,Paid
INV-0157-202504,157,2025-04-01,54509,0.0,54509.0,Paid
INV-0157-202505,157,2025-05-01,54509,0.0,54509.0,Paid
INV-0157-202506,157,2025-06-01,54509,0.0,54509.0,Paid
INV-0157-202507,157,2025-07-01,54509,6915.09,47593.91,Paid
INV-0157-202508,157,2025-08-01,54509,0.0,54509.0,Paid
INV-0157-202509,157,2025-09-01,54509,0.0,54509.0,Paid
INV-0157-202510,157,2025-10-01,54509,0.0,54509.0,Paid
INV-0157-202511,157,2025-11-01,54509,0.0,54509.0,Paid
INV-0157-202512,157,2025-12-01,54509,0.0,54509.0,Paid
INV-0157-202601,157,2026-01-01,54509,0.0,0.0,Failed
INV-0157-202602,157,2026-02-01,54509,0.0,54509.0,Paid
INV-0157-202603,157,2026-03-01,54509,0.0,54509.0,Paid
INV-0157-202604,157,2026-04-01,54509,0.0,0.0,Failed
INV-0157-202605,157,2026-05-01,54509,0.0,54509.0,Paid
INV-0157-202606,157,2026-06-01,54509,3953.99,50555.01,Paid
INV-0157-202607,157,2026-07-01,54509,0.0,54509.0,Paid
INV-0158-202509,158,2025-09-01,2134836,324732.51,1810103.49,Paid
INV-0159-202604,159,2026-04-01,245,0.0,245.0,Paid
INV-0159-202605,159,2026-05-01,245,0.0,245.0,Paid
INV-0159-202606,159,2026-06-01,245,0.0,245.0,Paid
INV-0159-202607,159,2026-07-01,245,0.0,245.0,Paid
INV-0160-202511,160,2025-11-01,89640,0.0,89640.0,Paid
INV-0161-202509,161,2025-09-01,2940,0.0,2940.0,Paid
INV-0162-202410,162,2024-10-01,5727,0.0,5727.0,Paid
INV-0162-202411,162,2024-11-01,5727,0.0,5727.0,Paid
INV-0162-202412,162,2024-12-01,5727,0.0,5727.0,Paid
INV-0162-202501,162,2025-01-01,5727,0.0,5727.0,Paid
INV-0162-202502,162,2025-02-01,5727,0.0,5727.0,Paid
INV-0162-202503,162,2025-03-01,5727,0.0,5727.0,Paid
INV-0162-202504,162,2025-04-01,5727,0.0,5727.0,Paid
INV-0162-202505,162,2025-05-01,5727,0.0,5727.0,Paid
INV-0162-202506,162,2025-06-01,5727,0.0,5727.0,Paid
INV-0162-202507,162,2025-07-01,5727,0.0,5727.0,Paid
INV-0162-202508,162,2025-08-01,5727,0.0,5727.0,Paid
INV-0162-202509,162,2025-09-01,5727,0.0,5727.0,Paid
INV-0162-202510,162,2025-10-01,5727,0.0,5727.0,Paid
INV-0162-202511,162,2025-11-01,5727,0.0,5727.0,Paid
INV-0162-202512,162,2025-12-01,5727,0.0,5727.0,Paid
INV-0162-202601,162,2026-01-01,5727,344.78,5382.22,Paid
INV-0162-202602,162,2026-02-01,5727,0.0,5727.0,Paid
INV-0162-202603,162,2026-03-01,5727,689.6,5037.4,Paid
INV-0162-202604,162,2026-04-01,5727,0.0,5727.0,Paid
INV-0162-202605,162,2026-05-01,5727,480.09,5246.91,Paid
INV-0162-202606,162,2026-06-01,5727,0.0,5727.0,Paid
INV-0162-202607,162,2026-07-01,5727,0.0,5727.0,Paid
INV-0163-202312,163,2023-12-01,1683,167.68,1515.32,Paid
INV-0163-202401,163,2024-01-01,1683,0.0,1683.0,Paid
INV-0163-202402,163,2024-02-01,1683,0.0,1683.0,Paid
INV-0163-202403,163,2024-03-01,1683,0.0,1683.0,Paid
INV-0163-202404,163,2024-04-01,1683,0.0,1683.0,Paid
INV-0163-202405,163,2024-05-01,1683,0.0,1683.0,Paid
INV-0163-202406,163,2024-06-01,1683,0.0,1683.0,Paid
INV-0163-202407,163,2024-07-01,1683,191.81,1491.19,Paid
INV-0163-202408,163,2024-08-01,1683,0.0,1683.0,Paid
INV-0163-202409,163,2024-09-01,1683,0.0,1683.0,Paid
INV-0163-202410,163,2024-10-01,1683,0.0,1683.0,Paid
INV-0163-202411,163,2024-11-01,1683,0.0,1683.0,Paid
INV-0163-202412,163,2024-12-01,1683,0.0,1683.0,Paid
INV-0163-202501,163,2025-01-01,1683,0.0,1683.0,Paid
INV-0163-202502,163,2025-02-01,1683,0.0,1683.0,Paid
INV-0163-202503,163,2025-03-01,1683,0.0,1683.0,Paid
INV-0163-202504,163,2025-04-01,1683,0.0,1683.0,Paid
INV-0163-202505,163,2025-05-01,1683,256.65,1426.35,Paid
INV-0163-202506,163,2025-06-01,1683,0.0,1683.0,Paid
INV-0163-202507,163,2025-07-01,1683,0.0,1683.0,Paid
INV-0163-202508,163,2025-08-01,1683,282.43,1400.57,Paid
INV-0163-202509,163,2025-09-01,1683,0.0,1683.0,Paid
INV-0163-202510,163,2025-10-01,1683,0.0,1683.0,Paid
INV-0163-202511,163,2025-11-01,1683,0.0,1683.0,Paid
INV-0163-202512,163,2025-12-01,1683,0.0,1683.0,Paid
INV-0163-202601,163,2026-01-01,1683,0.0,1683.0,Paid
INV-0163-202602,163,2026-02-01,1683,0.0,1683.0,Paid
INV-0163-202603,163,2026-03-01,1683,0.0,1683.0,Paid
INV-0163-202604,163,2026-04-01,1683,0.0,1683.0,Paid
INV-0163-202605,163,2026-05-01,1683,0.0,1683.0,Paid
INV-0163-202606,163,2026-06-01,1683,0.0,1683.0,Paid
INV-0163-202607,163,2026-07-01,1683,0.0,1683.0,Paid
INV-0164-202508,164,2025-08-01,2352,0.0,2352.0,Paid
INV-0165-202501,165,2025-01-01,11880,0.0,0.0,Failed
INV-0165-202601,165,2026-01-01,11880,0.0,11880.0,Paid
INV-0166-202409,166,2024-09-01,17679,0.0,17679.0,Paid
INV-0166-202410,166,2024-10-01,17679,0.0,17679.0,Paid
INV-0166-202411,166,2024-11-01,17679,0.0,17679.0,Paid
INV-0166-202412,166,2024-12-01,17679,0.0,17679.0,Paid
INV-0166-202501,166,2025-01-01,17679,0.0,17679.0,Paid
INV-0166-202502,166,2025-02-01,17679,1340.14,16338.86,Paid
INV-0166-202503,166,2025-03-01,17679,0.0,17679.0,Paid
INV-0166-202504,166,2025-04-01,17679,0.0,17679.0,Paid
INV-0166-202505,166,2025-05-01,17679,0.0,17679.0,Paid
INV-0166-202506,166,2025-06-01,17679,0.0,17679.0,Paid
INV-0166-202507,166,2025-07-01,17679,0.0,17679.0,Paid
INV-0166-202508,166,2025-08-01,17679,0.0,17679.0,Paid
INV-0166-202509,166,2025-09-01,17679,0.0,17679.0,Paid
INV-0166-202510,166,2025-10-01,17679,0.0,17679.0,Paid
INV-0166-202511,166,2025-11-01,17679,2043.26,15635.74,Paid
INV-0166-202512,166,2025-12-01,17679,0.0,17679.0,Paid
INV-0166-202601,166,2026-01-01,17679,0.0,17679.0,Paid
INV-0166-202602,166,2026-02-01,17679,0.0,17679.0,Paid
INV-0166-202603,166,2026-03-01,17679,0.0,17679.0,Paid
INV-0166-202604,166,2026-04-01,17679,0.0,17679.0,Paid
INV-0166-202605,166,2026-05-01,17679,0.0,17679.0,Paid
INV-0166-202606,166,2026-06-01,17679,0.0,0.0,Failed
INV-0166-202607,166,2026-07-01,17679,0.0,17679.0,Paid
INV-0167-202410,167,2024-10-01,10956,0.0,10956.0,Paid
INV-0167-202411,167,2024-11-01,10956,2659.84,0.0,Failed
INV-0167-202412,167,2024-12-01,10956,0.0,10956.0,Paid
INV-0167-202501,167,2025-01-01,10956,2136.8,8819.2,Paid
INV-0167-202502,167,2025-02-01,10956,0.0,10956.0,Paid
INV-0167-202503,167,2025-03-01,10956,0.0,10956.0,Paid
INV-0167-202504,167,2025-04-01,10956,0.0,10956.0,Paid
INV-0167-202505,167,2025-05-01,10956,1014.84,0.0,Failed
INV-0167-202506,167,2025-06-01,10956,581.56,10374.44,Paid
INV-0167-202507,167,2025-07-01,10956,0.0,10956.0,Paid
INV-0167-202508,167,2025-08-01,10956,0.0,10956.0,Paid
INV-0167-202509,167,2025-09-01,10956,0.0,10956.0,Paid
INV-0167-202510,167,2025-10-01,10956,0.0,10956.0,Paid
INV-0167-202511,167,2025-11-01,10956,0.0,10956.0,Paid
INV-0167-202512,167,2025-12-01,10956,0.0,10956.0,Paid
INV-0167-202601,167,2026-01-01,10956,0.0,10956.0,Paid
INV-0167-202602,167,2026-02-01,10956,0.0,10956.0,Paid
INV-0167-202603,167,2026-03-01,10956,0.0,10956.0,Paid
INV-0167-202604,167,2026-04-01,10956,948.55,10007.45,Paid
INV-0167-202605,167,2026-05-01,10956,0.0,10956.0,Paid
INV-0167-202606,167,2026-06-01,10956,0.0,10956.0,Paid
INV-0167-202607,167,2026-07-01,10956,0.0,10956.0,Paid
INV-0168-202505,168,2025-05-01,10707,0.0,10707.0,Paid
INV-0168-202506,168,2025-06-01,10707,0.0,10707.0,Paid
INV-0168-202507,168,2025-07-01,10707,0.0,10707.0,Paid
INV-0168-202508,168,2025-08-01,10707,0.0,10707.0,Paid
INV-0168-202509,168,2025-09-01,10707,0.0,10707.0,Paid
